product_id1,product_id2,attribute_prob,behaviour_prob
P1187,P1338,0.1364,0.7557
P1186,P1331,0.1364,0.788
P1186,P1329,0.1364,0.5059
P1022,P1320,0.1364,0.4667
P1187,P1329,0.1364,0.8068
P1196,P1359,0.1364,0.2146
P1187,P1331,0.1364,0.9171
P1023,P1112,0.1364,0.4125
P1194,P1259,0.1364,0.7156
P1194,P1307,0.1364,0.4911
P1194,P1323,0.1364,0.4346
P1187,P1298,0.1364,0.8701
P1194,P1308,0.1364,0.1573
P1194,P1335,0.1364,0.3881
P1187,P1299,0.1364,0.9418
P1022,P1285,0.1364,0.4757
P1022,P1209,0.1364,0.3344
P1193,P1208,0.1364,0.396
P1186,P1338,0.1364,0.3753
P1022,P1284,0.1364,0.4101
P1194,P1333,0.1364,0.4216
P1187,P1359,0.1364,0.9166
P1022,P1283,0.1364,0.6458
P1023,P1117,0.1364,0.0539
P1194,P1330,0.1364,0.2074
P1194,P1328,0.1364,0.2402
P1022,P1286,0.1364,0.0596
P1197,P1204,0.1364,0.7256
P1022,P1255,0.1364,0.5513
P1022,P1249,0.1364,0.6436
P1195,P1299,0.1364,0.1646
P1022,P1269,0.1364,0.3158
P1022,P1347,0.1364,0.2791
P1194,P1285,0.1364,0.5162
P1023,P1204,0.1364,0.3279
P1022,P1253,0.1364,0.0141
P1022,P1251,0.1364,0.6663
P1022,P1250,0.1364,0.1431
P1190,P1299,0.1364,0.3479
P1188,P1357,0.1364,0.424
P1192,P1299,0.1364,0.529
P1189,P1204,0.1364,0.8727
P1194,P1283,0.1364,0.6731
P1192,P1295,0.1364,0.2636
P1194,P1207,0.1364,0.4915
P1188,P1331,0.1364,0.2122
P1194,P1291,0.1364,0.4885
P1194,P1206,0.1364,0.1694
P1022,P1181,0.1364,0.476
P1194,P1205,0.1364,0.4684
P1188,P1359,0.1364,0.2076
P1191,P1299,0.1364,0.7444
P1191,P1291,0.1364,0.7681
P1194,P1202,0.1364,0.0698
P1022,P1340,0.1364,0.3374
P1189,P1208,0.1364,0.939
P1195,P1305,0.1364,0.2272
P1189,P1289,0.1364,0.9687
P1188,P1336,0.1364,0.074
P1022,P1270,0.1364,0.2937
P1023,P1209,0.1364,0.1558
P1194,P1281,0.1364,0.4487
P1194,P1288,0.1364,0.5102
P1197,P1295,0.1364,0.3632
P1022,P1327,0.1364,0.1811
P1191,P1208,0.1364,0.5559
P1022,P1198,0.1364,0.5122
P1194,P1289,0.1364,0.4979
P1022,P1324,0.1364,0.2242
P1023,P1208,0.1364,0.2875
P1193,P1299,0.1364,0.0469
P1191,P1359,0.1364,0.634
P1022,P1323,0.1364,0.4783
P1194,P1282,0.1364,0.6082
P1022,P1328,0.1364,0.1766
P1053,P1187,0.1333,0.8652
P1053,P1186,0.1333,0.6554
P1053,P1184,0.1333,0.1029
P1053,P1182,0.1333,0.5162
P1053,P1164,0.1333,0.2502
P1053,P1199,0.1333,0.1562
P1053,P1162,0.1333,0.4333
P1053,P1326,0.1333,0.1659
P1053,P1188,0.1333,0.2193
P1003,P1072,0.1304,0.3786
P1033,P1347,0.1304,0.5164
P1033,P1341,0.1304,0.7087
P1003,P1078,0.1304,0.2761
P1033,P1248,0.1304,0.6935
P1029,P1341,0.1304,0.3054
P1033,P1359,0.1304,0.0993
P1089,P1126,0.1304,0.4199
P1257,P1325,0.1304,0.5167
P1033,P1259,0.1304,0.7932
P1171,P1303,0.1304,0.2966
P1009,P1325,0.1304,0.0681
P1171,P1306,0.1304,0.0661
P1089,P1301,0.1304,0.9716
P1029,P1347,0.1304,0.1329
P1033,P1291,0.1304,0.2965
P1018,P1127,0.1304,0.107
P1033,P1285,0.1304,0.6483
P1033,P1294,0.1304,0.5588
P1033,P1296,0.1304,0.0329
P1033,P1297,0.1304,0.4879
P1170,P1306,0.1304,0.9056
P1033,P1299,0.1304,0.2246
P1033,P1289,0.1304,0.3094
P1090,P1325,0.1304,0.6612
P1321,P1345,0.1304,0.9311
P1321,P1346,0.1304,0.9489
P1033,P1288,0.1304,0.6439
P1033,P1287,0.1304,0.2053
P1033,P1286,0.1304,0.2866
P1033,P1303,0.1304,0.1705
P1033,P1284,0.1304,0.1207
P1170,P1301,0.1304,0.465
P1033,P1282,0.1304,0.7151
P1033,P1281,0.1304,0.5992
P1033,P1321,0.1304,0.3335
P1033,P1322,0.1304,0.2588
P1033,P1324,0.1304,0.1353
P1090,P1139,0.1304,0.3172
P1256,P1325,0.1304,0.3289
P1033,P1327,0.1304,0.1808
P1190,P1301,0.1304,0.9524
P1089,P1306,0.1304,0.4381
P1170,P1303,0.1304,0.938
P1089,P1303,0.1304,0.1447
P1091,P1139,0.1304,0.6097
P1033,P1328,0.1304,0.4476
P1029,P1328,0.1304,0.2408
P1139,P1205,0.1304,0.5574
P1189,P1303,0.1304,0.9625
P1084,P1219,0.1304,0.6905
P1029,P1242,0.1304,0.1323
P1029,P1246,0.1304,0.3859
P1029,P1248,0.1304,0.269
P1084,P1325,0.1304,0.0751
P1029,P1281,0.1304,0.0441
P1189,P1301,0.1304,0.1164
P1085,P1137,0.1304,0.6615
P1085,P1139,0.1304,0.7517
P1189,P1306,0.1304,0.9428
P1115,P1303,0.1304,0.7637
P1029,P1282,0.1304,0.3207
P1029,P1283,0.1304,0.4333
P1029,P1284,0.1304,0.6313
P1029,P1285,0.1304,0.1613
P1029,P1286,0.1304,0.4122
P1189,P1345,0.1304,0.562
P1189,P1346,0.1304,0.4097
P1085,P1301,0.1304,0.7338
P1085,P1303,0.1304,0.8753
P1115,P1301,0.1304,0.8596
P1115,P1306,0.1304,0.6402
P1029,P1287,0.1304,0.6668
P1038,P1359,0.1304,0.6442
P1265,P1306,0.1304,0.8306
P1265,P1303,0.1304,0.8888
P1265,P1301,0.1304,0.7018
P1038,P1323,0.1304,0.7508
P1038,P1325,0.1304,0.7373
P1038,P1345,0.1304,0.6775
P1082,P1325,0.1304,0.0618
P1038,P1346,0.1304,0.7607
P1038,P1347,0.1304,0.3374
P1264,P1346,0.1304,0.9331
P1012,P1126,0.1304,0.144
P1264,P1345,0.1304,0.9098
P1116,P1325,0.1304,0.1682
P1116,P1303,0.1304,0.178
P1116,P1301,0.1304,0.9727
P1029,P1181,0.1304,0.6725
P1328,P1345,0.1304,0.8129
P1029,P1194,0.1304,0.4232
P1029,P1219,0.1304,0.0265
P1012,P1127,0.1304,0.4099
P1085,P1306,0.1304,0.8102
P1029,P1288,0.1304,0.1508
P1003,P1071,0.1304,0.1169
P1139,P1183,0.1304,0.1658
P1004,P1126,0.1304,0.3684
P1139,P1163,0.1304,0.5733
P1034,P1098,0.1304,0.3562
P1034,P1097,0.1304,0.2479
P1259,P1325,0.1304,0.8305
P1139,P1166,0.1304,0.659
P1139,P1167,0.1304,0.1076
P1139,P1173,0.1304,0.2859
P1139,P1177,0.1304,0.414
P1087,P1325,0.1304,0.6722
P1320,P1346,0.1304,0.939
P1139,P1194,0.1304,0.1674
P1172,P1306,0.1304,0.416
P1172,P1303,0.1304,0.111
P1172,P1301,0.1304,0.9705
P1088,P1126,0.1304,0.3796
P1139,P1200,0.1304,0.5662
P1021,P1219,0.1304,0.3119
P1258,P1325,0.1304,0.844
P1003,P1068,0.1304,0.2267
P1087,P1219,0.1304,0.0203
P1320,P1345,0.1304,0.9178
P1029,P1291,0.1304,0.705
P1034,P1137,0.1304,0.4913
P1024,P1301,0.1304,0.6884
P1024,P1303,0.1304,0.8935
P1024,P1306,0.1304,0.8379
P1029,P1294,0.1304,0.0495
P1029,P1296,0.1304,0.5945
P1029,P1297,0.1304,0.1811
P1029,P1321,0.1304,0.7205
P1029,P1322,0.1304,0.4343
P1029,P1323,0.1304,0.6739
P1003,P1021,0.1304,0.2951
P1003,P1033,0.1304,0.1583
P1003,P1022,0.1304,0.203
P1003,P1024,0.1304,0.8475
P1003,P1026,0.1304,0.3293
P1029,P1324,0.1304,0.5151
P1260,P1346,0.1304,0.8461
P1260,P1345,0.1304,0.7926
P1029,P1327,0.1304,0.4882
P1091,P1301,0.1304,0.8307
P1139,P1160,0.1304,0.2788
P1033,P1246,0.1304,0.3172
P1033,P1183,0.1304,0.4951
P1190,P1303,0.1304,0.3024
P1325,P1340,0.1304,0.17
P1098,P1299,0.1304,0.0486
P1098,P1321,0.1304,0.0966
P1098,P1322,0.1304,0.4531
P1098,P1323,0.1304,0.0513
P1098,P1324,0.1304,0.362
P1098,P1327,0.1304,0.3956
P1098,P1339,0.1304,0.9036
P1099,P1126,0.1304,0.4159
P1323,P1346,0.1304,0.9404
P1109,P1346,0.1304,0.9473
P1109,P1345,0.1304,0.929
P1003,P1189,0.1304,0.9462
P1017,P1325,0.1304,0.1168
P1039,P1325,0.1304,0.1656
P1324,P1345,0.1304,0.8805
P1324,P1346,0.1304,0.9113
P1003,P1190,0.1304,0.0008
P1003,P1191,0.1304,0.6083
P1099,P1303,0.1304,0.6039
P1099,P1306,0.1304,0.3969
P1339,P1346,0.1304,0.413
P1032,P1137,0.1304,0.6414
P1003,P1199,0.1304,0.2154
P1032,P1122,0.1304,0.8747
P1339,P1345,0.1304,0.2089
P1098,P1287,0.1304,0.0716
P1098,P1286,0.1304,0.4737
P1098,P1284,0.1304,0.161
P1098,P1180,0.1304,0.5872
P1003,P1171,0.1304,0.0074
P1003,P1172,0.1304,0.3793
P1098,P1101,0.1304,0.6558
P1098,P1105,0.1304,0.6463
P1098,P1106,0.1304,0.037
P1098,P1107,0.1304,0.1954
P1098,P1126,0.1304,0.3968
P1098,P1163,0.1304,0.0445
P1098,P1166,0.1304,0.8477
P1098,P1167,0.1304,0.4996
P1098,P1179,0.1304,0.5076
P1098,P1189,0.1304,0.9666
P1098,P1283,0.1304,0.8247
P1098,P1190,0.1304,0.3796
P1098,P1191,0.1304,0.7568
P1098,P1194,0.1304,0.4636
P1098,P1202,0.1304,0.5011
P1098,P1207,0.1304,0.0519
P1098,P1208,0.1304,0.4523
P1021,P1137,0.1304,0.2518
P1098,P1262,0.1304,0.5195
P1098,P1263,0.1304,0.8303
P1098,P1266,0.1304,0.5485
P1098,P1274,0.1304,0.3617
P1039,P1345,0.1304,0.8985
P1325,P1341,0.1304,0.7612
P1097,P1339,0.1304,0.8874
P1039,P1346,0.1304,0.9247
P1031,P1127,0.1304,0.136
P1003,P1284,0.1304,0.2599
P1107,P1219,0.1304,0.6257
P1191,P1306,0.1304,0.5837
P1333,P1346,0.1304,0.8176
P1333,P1345,0.1304,0.7542
P1191,P1303,0.1304,0.7265
P1031,P1346,0.1304,0.8426
P1031,P1345,0.1304,0.7878
P1031,P1325,0.1304,0.6007
P1003,P1274,0.1304,0.0272
P1106,P1219,0.1304,0.71
P1031,P1219,0.1304,0.1618
P1330,P1346,0.1304,0.8669
P1031,P1306,0.1304,0.385
P1031,P1303,0.1304,0.596
P1003,P1267,0.1304,0.0783
P1105,P1316,0.1304,0.6601
P1105,P1306,0.1304,0.3946
P1105,P1303,0.1304,0.6024
P1105,P1301,0.1304,0.9166
P1330,P1345,0.1304,0.8206
P1105,P1219,0.1304,0.1484
P1327,P1345,0.1304,0.8738
P1327,P1346,0.1304,0.9064
P1031,P1126,0.1304,0.4043
P1031,P1122,0.1304,0.6816
P1003,P1292,0.1304,0.3628
P1101,P1306,0.1304,0.4109
P1325,P1347,0.1304,0.6036
P1325,P1349,0.1304,0.032
P1325,P1350,0.1304,0.0261
P1325,P1352,0.1304,0.0364
P1325,P1353,0.1304,0.2135
P1325,P1356,0.1304,0.1164
P1108,P1325,0.1304,0.4636
P1032,P1098,0.1304,0.0868
P1032,P1097,0.1304,0.0626
P1101,P1303,0.1304,0.613
P1026,P1127,0.1304,0.5508
P1026,P1122,0.1304,0.8764
P1003,P1293,0.1304,0.5
P1191,P1346,0.1304,0.7674
P1101,P1315,0.1304,0.4231
P1101,P1316,0.1304,0.6507
P1101,P1325,0.1304,0.6176
P1191,P1345,0.1304,0.6865
P1336,P1346,0.1304,0.9005
P1335,P1346,0.1304,0.9355
P1031,P1097,0.1304,0.5802
P1031,P1098,0.1304,0.6407
P1003,P1299,0.1304,0.3473
P1003,P1298,0.1304,0.3134
P1003,P1170,0.1304,0.9112
P1097,P1328,0.1304,0.524
P1139,P1243,0.1304,0.5938
P1139,P1294,0.1304,0.2711
P1252,P1325,0.1304,0.6565
P1252,P1306,0.1304,0.4708
P1252,P1303,0.1304,0.6524
P1252,P1301,0.1304,0.9045
P1003,P1127,0.1304,0.3303
P1033,P1108,0.1304,0.3457
P1139,P1247,0.1304,0.5819
P1094,P1325,0.1304,0.591
P1139,P1252,0.1304,0.3077
P1139,P1267,0.1304,0.3372
P1322,P1345,0.1304,0.8606
P1322,P1346,0.1304,0.8965
P1033,P1105,0.1304,0.5206
P1033,P1101,0.1304,0.5335
P1139,P1272,0.1304,0.3451
P1139,P1275,0.1304,0.4056
P1022,P1301,0.1304,0.9404
P1022,P1303,0.1304,0.4435
P1033,P1094,0.1304,0.5011
P1022,P1306,0.1304,0.1529
P1033,P1092,0.1304,0.6993
P1033,P1091,0.1304,0.7638
P1033,P1090,0.1304,0.5867
P1209,P1346,0.1304,0.8283
P1139,P1291,0.1304,0.5742
P1094,P1139,0.1304,0.1758
P1139,P1245,0.1304,0.5798
P1016,P1122,0.1304,0.7617
P1003,P1113,0.1304,0.7436
P1139,P1244,0.1304,0.2434
P1091,P1325,0.1304,0.8064
P1190,P1306,0.1304,0.0584
P1010,P1325,0.1304,0.6716
P1033,P1242,0.1304,0.5167
P1092,P1126,0.1304,0.6322
P1254,P1325,0.1304,0.3424
P1018,P1126,0.1304,0.3844
P1092,P1219,0.1304,0.2633
P1003,P1108,0.1304,0.2226
P1003,P1109,0.1304,0.4217
P1018,P1122,0.1304,0.6919
P1093,P1325,0.1304,0.1493
P1014,P1325,0.1304,0.1573
P1092,P1301,0.1304,0.867
P1092,P1303,0.1304,0.7505
P1092,P1306,0.1304,0.6202
P1033,P1194,0.1304,0.273
P1038,P1306,0.1304,0.5954
P1033,P1181,0.1304,0.2189
P1093,P1139,0.1304,0.5779
P1003,P1122,0.1304,0.8157
P1093,P1303,0.1304,0.1594
P1016,P1127,0.1304,0.1338
P1033,P1089,0.1304,0.2905
P1033,P1082,0.1304,0.1262
P1097,P1324,0.1304,0.2547
P1033,P1081,0.1304,0.0613
P1097,P1127,0.1304,0.5142
P1097,P1163,0.1304,0.1821
P1097,P1166,0.1304,0.8221
P1097,P1179,0.1304,0.4248
P1097,P1180,0.1304,0.5178
P1249,P1306,0.1304,0.6981
P1097,P1189,0.1304,0.961
P1097,P1190,0.1304,0.2752
P1249,P1303,0.1304,0.8017
P1097,P1191,0.1304,0.7159
P1249,P1301,0.1304,0.8327
P1097,P1194,0.1304,0.3734
P1097,P1202,0.1304,0.4172
P1097,P1262,0.1304,0.4387
P1097,P1263,0.1304,0.8018
P1097,P1266,0.1304,0.4726
P1097,P1268,0.1304,0.838
P1097,P1274,0.1304,0.2543
P1097,P1283,0.1304,0.7952
P1097,P1284,0.1304,0.0199
P1097,P1286,0.1304,0.3852
P1097,P1299,0.1304,0.1003
P1097,P1321,0.1304,0.2267
P1097,P1322,0.1304,0.3612
P1097,P1323,0.1304,0.0976
P1097,P1126,0.1304,0.2953
P1249,P1325,0.1304,0.804
P1097,P1108,0.1304,0.436
P1139,P1315,0.1304,0.2515
P1025,P1219,0.1304,0.684
P1139,P1296,0.1304,0.4147
P1033,P1080,0.1304,0.5483
P1139,P1297,0.1304,0.154
P1190,P1345,0.1304,0.8771
P1190,P1346,0.1304,0.9088
P1139,P1305,0.1304,0.5658
P1011,P1325,0.1304,0.1309
P1032,P1346,0.1304,0.938
P1032,P1345,0.1304,0.9165
P1209,P1345,0.1304,0.7685
P1139,P1316,0.1304,0.7308
P1097,P1106,0.1304,0.1756
P1139,P1325,0.1304,0.5038
P1032,P1325,0.1304,0.0144
P1323,P1345,0.1304,0.9196
P1015,P1122,0.1304,0.8895
P1139,P1345,0.1304,0.8293
P1015,P1126,0.1304,0.4173
P1015,P1127,0.1304,0.5982
P1096,P1325,0.1304,0.245
P1139,P1346,0.1304,0.8733
P1097,P1101,0.1304,0.598
P1097,P1105,0.1304,0.5869
P1192,P1345,0.1304,0.8299
P1295,P1346,0.1304,0.907
P1122,P1303,0.1304,0.8714
P1070,P1098,0.1304,0.0628
P1284,P1303,0.1304,0.0566
P1284,P1301,0.1304,0.9648
P1126,P1177,0.1304,0.2084
P1126,P1176,0.1304,0.1888
P1199,P1303,0.1304,0.4522
P1199,P1306,0.1304,0.1661
P1126,P1173,0.1304,0.0355
P1126,P1168,0.1304,0.78
P1126,P1165,0.1304,0.06
P1283,P1325,0.1304,0.8052
P1068,P1301,0.1304,0.9633
P1068,P1303,0.1304,0.0972
P1126,P1161,0.1304,0.0915
P1283,P1316,0.1304,0.3143
P1283,P1315,0.1304,0.7061
P1068,P1306,0.1304,0.2724
P1283,P1306,0.1304,0.6999
P1283,P1301,0.1304,0.8317
P1068,P1315,0.1304,0.257
P1068,P1316,0.1304,0.8503
P1199,P1345,0.1304,0.8435
P1199,P1346,0.1304,0.8839
P1122,P1351,0.1304,0.8632
P1282,P1325,0.1304,0.7665
P1122,P1314,0.1304,0.8449
P1284,P1306,0.1304,0.3037
P1126,P1179,0.1304,0.1838
P1126,P1183,0.1304,0.3824
P1285,P1315,0.1304,0.5651
P1126,P1273,0.1304,0.2651
P1126,P1270,0.1304,0.1392
P1126,P1256,0.1304,0.0013
P1126,P1255,0.1304,0.4531
P1126,P1253,0.1304,0.1678
P1002,P1126,0.1304,0.604
P1068,P1098,0.1304,0.197
P1126,P1251,0.1304,0.7262
P1126,P1250,0.1304,0.0425
P1126,P1248,0.1304,0.6251
P1126,P1242,0.1304,0.409
P1126,P1219,0.1304,0.5007
P1284,P1315,0.1304,0.2889
P1126,P1215,0.1304,0.353
P1126,P1214,0.1304,0.1785
P1022,P1127,0.1304,0.1597
P1022,P1126,0.1304,0.1795
P1126,P1198,0.1304,0.5998
P1019,P1126,0.1304,0.4391
P1019,P1127,0.1304,0.6133
P1068,P1219,0.1304,0.6249
P1284,P1325,0.1304,0.0677
P1126,P1192,0.1304,0.2571
P1284,P1316,0.1304,0.8567
P1070,P1097,0.1304,0.1977
P1070,P1126,0.1304,0.4347
P1074,P1098,0.1304,0.7801
P1281,P1316,0.1304,0.5935
P1071,P1345,0.1304,0.8916
P1071,P1346,0.1304,0.9195
P1122,P1198,0.1304,0.5261
P1122,P1197,0.1304,0.8803
P1122,P1195,0.1304,0.856
P1122,P1194,0.1304,0.7867
P1062,P1306,0.1304,0.4468
P1122,P1193,0.1304,0.8738
P1181,P1325,0.1304,0.0471
P1278,P1346,0.1304,0.8839
P1278,P1345,0.1304,0.8436
P1028,P1219,0.1304,0.4308
P1181,P1316,0.1304,0.8727
P1181,P1315,0.1304,0.3683
P1062,P1303,0.1304,0.1578
P1062,P1301,0.1304,0.9721
P1013,P1127,0.1304,0.8353
P1122,P1176,0.1304,0.7662
P1072,P1345,0.1304,0.9237
P1072,P1346,0.1304,0.9434
P1013,P1126,0.1304,0.8864
P1013,P1122,0.1304,0.4013
P1196,P1303,0.1304,0.0487
P1122,P1175,0.1304,0.865
P1277,P1325,0.1304,0.1307
P1122,P1204,0.1304,0.5637
P1071,P1301,0.1304,0.958
P1122,P1208,0.1304,0.7911
P1070,P1345,0.1304,0.9285
P1281,P1315,0.1304,0.5044
P1022,P1098,0.1304,0.5051
P1022,P1097,0.1304,0.4218
P1122,P1306,0.1304,0.8042
P1122,P1301,0.1304,0.7421
P1122,P1295,0.1304,0.812
P1122,P1279,0.1304,0.7062
P1122,P1278,0.1304,0.7652
P1023,P1219,0.1304,0.2282
P1122,P1277,0.1304,0.8895
P1122,P1276,0.1304,0.8316
P1070,P1346,0.1304,0.947
P1122,P1209,0.1304,0.6527
P1122,P1273,0.1304,0.8606
P1280,P1325,0.1304,0.2407
P1280,P1316,0.1304,0.8241
P1280,P1315,0.1304,0.1269
P1122,P1271,0.1304,0.8364
P1122,P1270,0.1304,0.8367
P1122,P1249,0.1304,0.3513
P1122,P1248,0.1304,0.4941
P1122,P1241,0.1304,0.8361
P1279,P1346,0.1304,0.4058
P1279,P1345,0.1304,0.5591
P1126,P1277,0.1304,0.4174
P1126,P1295,0.1304,0.0087
P1126,P1306,0.1304,0.0315
P1067,P1306,0.1304,0.7761
P1007,P1038,0.1304,0.7547
P1297,P1315,0.1304,0.3668
P1127,P1351,0.1304,0.5029
P1292,P1325,0.1304,0.5603
P1127,P1314,0.1304,0.4361
P1297,P1316,0.1304,0.6818
P1292,P1306,0.1304,0.3227
P1292,P1303,0.1304,0.5551
P1292,P1301,0.1304,0.9254
P1291,P1346,0.1304,0.946
P1291,P1345,0.1304,0.9273
P1065,P1301,0.1304,0.9456
P1065,P1303,0.1304,0.3904
P1065,P1306,0.1304,0.072
P1127,P1306,0.1304,0.2882
P1127,P1303,0.1304,0.5324
P1291,P1316,0.1304,0.8854
P1291,P1315,0.1304,0.4311
P1127,P1301,0.1304,0.929
P1127,P1295,0.1304,0.3166
P1127,P1292,0.1304,0.0485
P1291,P1306,0.1304,0.4429
P1291,P1303,0.1304,0.1519
P1127,P1279,0.1304,0.9192
P1290,P1346,0.1304,0.9396
P1297,P1306,0.1304,0.3534
P1128,P1315,0.1304,0.8378
P1128,P1316,0.1304,0.195
P1294,P1316,0.1304,0.6307
P1296,P1301,0.1304,0.9613
P1027,P1097,0.1304,0.505
P1296,P1303,0.1304,0.1422
P1295,P1325,0.1304,0.3239
P1295,P1316,0.1304,0.8025
P1028,P1098,0.1304,0.4709
P1294,P1346,0.1304,0.8262
P1294,P1345,0.1304,0.7657
P1064,P1301,0.1304,0.8799
P1064,P1303,0.1304,0.7237
P1064,P1306,0.1304,0.5793
P1294,P1315,0.1304,0.4544
P1293,P1303,0.1304,0.6509
P1294,P1306,0.1304,0.4429
P1296,P1315,0.1304,0.218
P1294,P1303,0.1304,0.634
P1294,P1301,0.1304,0.9093
P1296,P1345,0.1304,0.9001
P1293,P1346,0.1304,0.8178
P1293,P1345,0.1304,0.7544
P1297,P1301,0.1304,0.9219
P1007,P1029,0.1304,0.679
P1007,P1033,0.1304,0.2344
P1297,P1303,0.1304,0.5752
P1290,P1345,0.1304,0.9186
P1127,P1278,0.1304,0.1467
P1066,P1097,0.1304,0.0012
P1127,P1176,0.1304,0.1501
P1127,P1204,0.1304,0.3694
P1127,P1198,0.1304,0.4195
P1127,P1195,0.1304,0.4768
P1183,P1325,0.1304,0.5861
P1127,P1194,0.1304,0.2246
P1127,P1193,0.1304,0.5414
P1127,P1192,0.1304,0.072
P1288,P1325,0.1304,0.7081
P1183,P1316,0.1304,0.6773
P1183,P1315,0.1304,0.3756
P1067,P1098,0.1304,0.8692
P1127,P1175,0.1304,0.5092
P1127,P1208,0.1304,0.2407
P1127,P1174,0.1304,0.5921
P1127,P1166,0.1304,0.6338
P1198,P1345,0.1304,0.6842
P1198,P1346,0.1304,0.7657
P1127,P1163,0.1304,0.6026
P1126,P1351,0.1304,0.279
P1126,P1315,0.1304,0.0109
P1126,P1314,0.1304,0.1821
P1019,P1122,0.1304,0.8936
P1067,P1301,0.1304,0.7744
P1067,P1303,0.1304,0.8529
P1063,P1303,0.1304,0.6724
P1066,P1303,0.1304,0.0363
P1066,P1098,0.1304,0.1429
P1289,P1346,0.1304,0.947
P1127,P1276,0.1304,0.388
P1127,P1273,0.1304,0.4933
P1127,P1271,0.1304,0.4055
P1127,P1270,0.1304,0.4065
P1127,P1257,0.1304,0.0439
P1127,P1252,0.1304,0.2566
P1127,P1249,0.1304,0.5759
P1063,P1346,0.1304,0.8058
P1297,P1345,0.1304,0.7982
P1297,P1346,0.1304,0.8502
P1063,P1345,0.1304,0.7383
P1289,P1345,0.1304,0.9286
P1066,P1301,0.1304,0.9656
P1127,P1248,0.1304,0.4562
P1127,P1242,0.1304,0.1427
P1063,P1316,0.1304,0.5874
P1063,P1315,0.1304,0.5117
P1127,P1241,0.1304,0.4043
P1289,P1316,0.1304,0.8875
P1289,P1315,0.1304,0.4415
P1289,P1306,0.1304,0.4531
P1289,P1303,0.1304,0.1674
P1289,P1301,0.1304,0.9724
P1127,P1209,0.1304,0.2079
P1074,P1097,0.1304,0.7431
P1328,P1346,0.1304,0.8612
P1277,P1306,0.1304,0.4357
P1029,P1090,0.1304,0.0144
P1060,P1345,0.1304,0.4316
P1029,P1080,0.1304,0.0717
P1081,P1122,0.1304,0.8544
P1081,P1127,0.1304,0.4708
P1137,P1240,0.1304,0.4471
P1137,P1243,0.1304,0.7021
P1137,P1244,0.1304,0.4452
P1137,P1245,0.1304,0.6918
P1029,P1081,0.1304,0.6064
P1029,P1082,0.1304,0.6336
P1277,P1303,0.1304,0.1409
P1035,P1097,0.1304,0.2377
P1267,P1345,0.1304,0.8868
P1137,P1305,0.1304,0.6816
P1029,P1091,0.1304,0.4367
P1029,P1092,0.1304,0.2829
P1219,P1291,0.1304,0.7128
P1081,P1219,0.1304,0.6168
P1029,P1093,0.1304,0.7076
P1219,P1294,0.1304,0.0747
P1219,P1296,0.1304,0.6052
P1219,P1297,0.1304,0.2028
P1060,P1346,0.1304,0.2339
P1035,P1098,0.1304,0.3474
P1029,P1094,0.1304,0.1595
P1270,P1303,0.1304,0.2121
P1271,P1345,0.1304,0.891
P1137,P1183,0.1304,0.1209
P1024,P1126,0.1304,0.843
P1024,P1127,0.1304,0.7723
P1137,P1205,0.1304,0.6754
P1013,P1325,0.1304,0.9239
P1027,P1219,0.1304,0.2893
P1061,P1219,0.1304,0.3946
P1270,P1325,0.1304,0.2214
P1270,P1306,0.1304,0.1663
P1270,P1301,0.1304,0.9579
P1119,P1303,0.1304,0.1284
P1080,P1139,0.1304,0.2537
P1269,P1325,0.1304,0.6238
P1119,P1325,0.1304,0.118
P1035,P1127,0.1304,0.3627
P1035,P1126,0.1304,0.0756
P1035,P1122,0.1304,0.8247
P1119,P1306,0.1304,0.4275
P1080,P1301,0.1304,0.9115
P1080,P1303,0.1304,0.6253
P1080,P1306,0.1304,0.4296
P1195,P1325,0.1304,0.1168
P1137,P1325,0.1304,0.6361
P1137,P1179,0.1304,0.3349
P1219,P1352,0.1304,0.6775
P1219,P1340,0.1304,0.5968
P1038,P1208,0.1304,0.5684
P1219,P1342,0.1304,0.5424
P1219,P1343,0.1304,0.1879
P1219,P1345,0.1304,0.7468
P1219,P1346,0.1304,0.8121
P1038,P1242,0.1304,0.3369
P1038,P1243,0.1304,0.785
P1219,P1350,0.1304,0.6564
P1219,P1351,0.1304,0.64
P1219,P1353,0.1304,0.5745
P1038,P1183,0.1304,0.3654
P1034,P1325,0.1304,0.2847
P1038,P1259,0.1304,0.3547
P1219,P1356,0.1304,0.7043
P1038,P1280,0.1304,0.6541
P1038,P1283,0.1304,0.2584
P1038,P1284,0.1304,0.7182
P1038,P1288,0.1304,0.1002
P1038,P1295,0.1304,0.6115
P1038,P1301,0.1304,0.8752
P1038,P1303,0.1304,0.7342
P1034,P1345,0.1304,0.8816
P1034,P1346,0.1304,0.9121
P1029,P1099,0.1304,0.1219
P1137,P1346,0.1304,0.8272
P1081,P1325,0.1304,0.1268
P1137,P1345,0.1304,0.7672
P1060,P1098,0.1304,0.9567
P1060,P1097,0.1304,0.9494
P1038,P1085,0.1304,0.531
P1038,P1089,0.1304,0.7727
P1038,P1092,0.1304,0.0615
P1038,P1096,0.1304,0.6521
P1038,P1098,0.1304,0.7636
P1038,P1101,0.1304,0.3131
P1082,P1127,0.1304,0.5075
P1038,P1181,0.1304,0.7497
P1192,P1346,0.1304,0.8738
P1029,P1101,0.1304,0.1011
P1029,P1105,0.1304,0.1253
P1038,P1105,0.1304,0.3316
P1029,P1108,0.1304,0.3592
